Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Number of Beds,Inpatient Total Charges,Outpatient Total Charges,Total Salaries (adjusted),Total Income
210029,JOHNS HOPKINS BAYVIEW MED. CTR.,4940 EASTERN AVENUE,BALTIMORE,MD,21224,BALTIMORE CITY,415,"$364,411,905","$304,430,291","$199,626,278","$10,900,000"
294013,AURORA BEHAVIORAL HEALTHCARE LAS VEG,3247 S MARYLAND PKWY,LAS VEGAS,NV,89109-2412,CLARK,83,"$41,101,999","$2,918,880",,"$75,349"
431305,DOUGLAS COUNTY MEMORIAL HOSPITAL,HIGHWAY 281 NORTH,ARMOUR,SD,57313-,DOUGLAS,11,"$2,559,602","$9,379,943",,"$1,114,486"
531303,WESTON COUNTY HEALTH SERVICES,1124 WASHINGTON BLVD,NEWCASTLE,WY,82701,WESTON,12,"$7,965,367","$9,055,604",,"$1,047,941"
32006,PROMISE HOSPITAL OF PHOENIX  INC.,433 E 6TH ST,MESA,AZ,85203,MARICOPA,48,"$73,560,522","$84,247","$9,271,237","-$2,097,690"
50137,KFH - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,CA,91402-,LOS ANGELES,218,"$365,524,492","$632,899,798","$103,919,786","-$227,873,658"
110074,PIEDMONT ATHENS REGIONAL MEDICAL CE,1199 PRINCE AVENUE,ATHENS,GA,30306-,CLARKE,357,"$999,958,580","$761,480,878","$162,280,550","$34,671,690"
150160,INDIANA ORTHOPAEDIC HOSPITAL LLC,8450 NORTHWEST BOULEVARD,INDIANAPOLIS,IN,46278,MARION,38,"$120,764,347","$234,210,024","$21,617,405","$63,727,428"
160122,FORT MADISON COMMUNITY HOSPITAL,HIGHWAY 61 WEST,FORT MADISON,IA,52627-,LEE,50,"$23,506,204","$103,032,974","$27,466,583","-$523,239"
161359,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040-,MONONA,25,"$8,245,689","$36,304,519",,"$1,958,342"
161360,ORANGE CITY MUNICIPAL HOSPITAL,1000 LINCOLN CIRCLE SE,ORANGE CITY,IA,51041-,SIOUX,25,"$9,907,033","$34,946,356",,"$2,507,412"
170049,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,JOHNSON,243,"$360,701,713","$440,832,665","$81,751,243","$84,516,511"
210032,UNION HOSPITAL OF CECIL COUNTY,106 BOW ST.,ELKTON,MD,21921,CECIL,96,"$68,358,200","$98,080,490","$71,630,124","-$9,899,974"
210058,JAMES LAWRENCE KERNAN HOSPITAL,2200 KERNAN DRIVE,BALTIMORE,MD,21207,BALTIMORE,137,"$75,020,675","$49,821,870","$39,805,106","$6,275,963"
241315,SANFORD MEDICAL CENTER JACKSON,1430 NORTH HIGHWAY,JACKSON,MN,56143-,JACKSON,14,"$2,579,193","$22,420,313",,"$2,635,630"
241375,MINNESOTA VALLEY HEALTH CENTER  INC.,621 SOUTH FOURTH STREET,LE SUEUR,MN,56058-,LE SUEUR,9,"$3,083,959","$5,695,889",,"$475,956"
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,MANHATTAN,214,"$1,298,299,501","$794,076,068","$495,962,267","$107,297,165"
351320,UNITY MEDICAL CENTER,164 WEST 13TH STREET,GRAFTON,ND,58237-,WALSH,14,"$2,632,256","$10,272,815",,"$131,891"
351329,SANFORD HILLSBORO,12 3RD STREET SE,HILLSBORO,ND,58045-,TRAILL,16,"$4,690,453","$6,855,404",,"-$910,196"
431318,BOWDLE HOSPITAL,8001 W 5TH STREET,BOWDLE,SD,57428-,EDMUNDS,12,"$5,575,434","$6,824,861",,"$735,750"
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904-,TOM GREEN,131,"$314,029,622","$432,918,935","$47,764,058","-$3,144,788"
12014,NORTH ALABAMA SPECIALTY HOSPITAL,700 WEST MARKET STREET 2ND FLOOR,ATHENS,AL,35611,LIMESTONE COUNTY,31,"$18,966,263",,"$2,653,350","-$739,347"
40062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,72917-7000,SEBASTIAN,343,"$490,339,454","$558,978,944","$107,879,610","$40,814,624"
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,POLK,72,"$151,641,818","$195,810,420","$18,916,097","$1,475,832"
102016,SISTER EMMANUEL HOSPITAL,3663 S. MIAMI AVENUE,MIAMI,FL,33133,MIAMI-DADE,29,"$122,224,932",,"$4,649,278","-$1,915,810"
210001,MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,21742,WASHINGTON,257,"$203,253,843","$190,367,787","$108,124,566","$29,611,826"
210006,HARFORD MEMORIAL HOSPITAL,PO BOX 501 SOUTH,HAVRE DE GRACE,MD,21078,HARFORD,86,"$55,226,274","$51,227,236","$40,687,162","$7,101,751"
210033,CARROLL COUNTY GENERAL HOSPITAL,200 MEMORIAL AVENUE,WESTMINSTER,MD,21157,CARROLL,145,"$145,178,490","$89,815,254","$73,201,772","$30,384,041"
210035,CIVISTA MEDICAL CENTER,5 GARRET AVENUE,LA PLATA,MD,20646,CHARLES,109,"$78,100,238","$78,554,133","$45,496,043","$16,676,559"
214002,EASTERN SHORE HOSPITAL CENTER,5262 WOODS ROAD,CAMBRIDGE,MD,21613-,DORCHESTER,84,"$18,245,850",,,"-$20,535,090"
40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,206,"$439,254,000","$607,966,860","$165,458,507","$37,600,186"
50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY STREET,TULARE,CA,93274,TULARE,108,"$39,159,974","$17,479,369","$10,654,710","-$13,816,447"
100029,NORTH SHORE MEDICAL CENTER AND FMC C,1100 N.W. 95 ST,MIAMI,FL,33150-2098,DADE,760,"$1,819,598,323","$974,251,957","$118,228,132","-$5,278,586"
100319,FLORIDA HOSPITAL WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,,145,"$412,784,206","$509,069,079","$49,704,891","$55,346,450"
161325,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLNWAY,JEFFERSON,IA,50129,GREENE,25,"$4,951,519","$24,100,577",,"-$1,638,030"
170075,MERCY HOSPITAL  INC.,218 E. PACK,MOUNDRIDGE,KS,67107,MCPHERSON,21,"$2,141,294","$1,302,439","$1,603,682","-$144,274"
170104,SHAWNEE MISSION MEDICAL CENTER,9100 WEST 74TH STREET,SHAWNEE MISSION,KS,66204-4004,JOHNSON,353,"$1,048,499,444","$976,203,529","$193,534,720","$66,035,271"
210011,ST. AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,MD,21229,BALTIMORE CITY,278,"$252,046,873","$186,281,444","$210,467,411","$7,173,909"
210012,SINAI HOSPITAL OF BALTIMORE  INC.,2401 W. BELEVDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE,448,"$406,107,573","$371,134,680","$276,794,019","$58,739,000"
210055,LAUREL REGIONAL HOSPITAL,7300 VAN DUSEN ROAD,LAUREL,MD,20707,,135,"$57,269,233","$45,727,460","$28,450,758","$6,370,274"
231322,MUNSON HEALTHCARE CHARLEVOIX HOSPITA,14700 LAKESHORE DRIVE,CHARLEVOIX,MI,49720,CHARLEVOIX,25,"$15,529,984","$58,043,528",,"$2,596,384"
280020,CHI HEALTH ST. ELIZABETH,555 SOUTH 70TH STREET,LINCOLN,NE,68510-9904,LANCASTER,253,"$295,565,212","$273,395,894","$48,243,617","$28,338,709"
290054,CENTENNIAL HILLS HOSPITAL,6900 N. DURANGO DRIVE,LAS VEGAS,NV,89149,LAS VEGAS,249,"$1,407,112,210","$640,455,042","$74,812,824","$48,186,362"
351308,NELSON COUNTY HEALTH SYSTEM-HOSPITAL,200 NORTH MAIN STREET,MCVILLE,ND,58254-,NELSON,19,"$3,913,742","$1,473,977",,"$37,696"
360003,UNIVER.OF CINCINNATI MED CENTER LLC,234 GOODMAN STREET,CINCINNATI,OH,45219-,HAMILTON,477,"$2,194,488,093","$1,594,537,884","$273,397,111","$12,725,242"
381307,HARNEY DISTRICT HOSPITAL,557 W. WASHINGTON,BURNS,OR,97720-,HARNEY,19,"$5,652,685","$22,252,949",,"-$326,675"
390031,LEHIGH VALLEY HOSPITAL SCHUYLKILL EA,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,17901,SCHUYLKILL,99,"$106,367,792","$163,635,115","$35,034,186","$15,578,206"
393308,THE CHILDRENS INSTITUTE,6301 NORTHUMBERLAND STREET,PITTSBURGH,PA,15217,ALLEGHENY,62,"$9,774,157","$15,701,017",,"-$1,185,633"
450280,BAYLOR MEDICAL CENTER AT GARLAND,2300 MARIE CURIE DRIVE,GARLAND,TX,75042,DALLAS,105,"$289,839,716","$271,349,475","$61,529,887","-$84,547,208"
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,2400 NORTH I-35E,WAXAHACHIE,TX,75165-,ELLIS,121,"$240,558,930","$388,681,820","$49,302,492","$19,486,384"
453052,KINDRED REHAB HOSPITAL CLEAR LAKE,655 E. MEDICAL CENTER BLVD.,WEBSTER,TX,77598,HARRIS,50,"$27,690,726","$2,441,512","$7,280,755","-$69,988"
460042,LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,BOUNTIFUL,UT,84010,,81,"$180,475,166","$173,621,075","$23,862,858","$20,222,684"
493300,CUMBERLAND HOSPITAL LLC,9407 CUMBERLAND RD,NEW KENT,VA,23124,,,,,,
511310,SUMMERS COUNTY ARH,TERRACE STREET,HINTON,WV,25951-,SUMMERS,25,"$7,421,254","$39,402,026",,"$371,967"
10011,ST. VINCENTS EAST,50 MEDICAL PARK DRIVE EAST,BIRMINGHAM,AL,35235-,JEFFERSON,317,"$664,495,151","$528,543,248","$65,540,475","-$10,302,572"
10022,CHEROKEE MEDICAL CENTER,100 NORTHWOOD DRIVE,CENTRE,AL,35960-,CHEROKEE,45,"$16,860,838","$70,813,975","$5,456,178","-$2,680,406"
50192,ADVENTIST HEALTH REEDLEY,372 WEST CYPRESS,REEDLEY,CA,93654-,FRESNO,49,"$37,437,358","$252,851,686","$50,576,965","$43,723,451"
340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BLVD,WINSTON-SALEM,NC,27157-,FORSYTH,797,"$2,652,385,259","$3,061,322,832","$499,433,594","-$17,187,909"
340155,DUKE REGIONAL HOSPITAL,3643 NORTH ROXBORO ROAD,DURHAM,NC,27704-2763,DURHAM,301,"$582,777,611","$636,999,774","$115,369,371","$9,144,878"
361991,GLENMONT,4599 AVERY ROAD,HILLIARD,OH,43026-4786,FRANKLIN,25,"$2,212,894",,,"$2,527,896"
394007,KIRKBRIDE CENTER,111 NORTH 49TH STREET,PHILADELPHIA,PA,19139,PHILADELPHIA,263,"$88,612,400",,"$10,223,441","$3,705,496"
420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605-,GREENVILLE,697,"$1,621,545,634","$1,721,761,664","$318,787,001","$23,135,584"
670082,BAYLOR S&W MEDICAL CENTER - MCKINNEY,5252 W UNIVERSITY DR,MCKINNEY,TX,75021,COLLIN,143,"$271,706,859","$280,689,484","$49,148,700","$19,066,694"
271342,DANIELS MEMORIAL HOSPITAL,105 5TH AVENUE,SCOBEY,MT,59263,DANIELS,25,"$3,112,475","$4,350,734",,"$443,219"
370006,PONCA CITY MEDICAL CENTER,1900 N 14TH STREET,PONCA CITY,OK,74601,KAY,47,"$92,919,039","$188,861,448","$16,351,903","$2,974,320"
502001,REGIONAL HOSPITAL,16251 SYLVESTER RD SW,BURIEN,WA,98166,KING,26,"$46,360,457","$1,035",,"-$773,877"
70034,NORWALK HOSPITAL,MAPLE ST,NORWALK,CT,06856-,FAIRFIELD,240,"$460,813,876","$520,914,393","$134,235,503","$24,600,229"
100220,GULF COAST MEDICAL CENTER,13681 DOCTORS WAY,FORT MYERS,FL,33912-,LEE,349,"$1,223,397,272","$558,117,006","$115,594,911","$91,765,823"
140275,GENESIS MEDICAL CENTER - SILVIS,801 HOSPITAL ROAD,SILVIS,IL,61282-,ROCK ISLAND,145,"$85,973,232","$156,929,414","$28,413,672","$8,179,295"
161304,CHI HEALTH MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841-1414,ADAMS,22,"$1,756,033","$28,559,511",,"$1,051,897"
200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,4101,CUMBERLAND,103,"$152,029,936","$260,654,644","$84,860,452","-$3,908,252"
210019,PENINSULA REGIONAL MEDICAL CENTER,100 EAST CARROLL STREET,SALISBURY,MD,21801,WICOMICO,289,"$252,973,985","$205,396,571","$179,062,160","$45,104,415"
210022,SUBURBAN HOSPITAL,8600 OLD GEORGETOWN RD,BETHESDA,MD,20814-1422,MONTGOMERY,230,"$212,570,909","$116,785,643","$107,676,435","$29,847,643"
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,23,"$16,669,042","$28,890,671","$13,744,792","$697,920"
330215,ROME MEMORIAL HOSPITAL  INC.,1500 N. JAMES STREET,ROME,NY,13440,ONEIDA,79,"$91,269,716","$197,496,436","$40,271,480","-$3,157,163"
370233,PINNACLE SPECIALTY HOSPITAL,2408 EAST 81ST ST  SUITE 600,TULSA,OK,74137,,4,,"$5,574,741","$886,943","-$1,923,584"
400004,ASOCIACION HOSPITAL DEL MAESTRO  INC,SERGIO CUEVAS BUSTAMANTE #550,SAN JUAN,PR,936,,126,"$26,774,199","$10,694,553","$9,177,434","-$5,427,286"
423025,HEALTHSOUTH REHABILITATION HOSPITAL,2935 COLONIAL DRIVE,COLUMBIA,SC,29203,RICHLAND,96,"$45,768,866","$4,695,993","$11,505,994","$5,183,451"
423026,HEALTHSOUTH REHABILITATION HOSPITAL,900 EAST CHEVES STREET,FLORENCE,SC,29506,FLORENCE,88,"$32,687,302",,"$8,251,261","$2,608,655"
423027,HEALTHSOUTH REHABILITATION HOSPITAL,9181 MEDCOM STREET,CHARLESTON,SC,29406,CHARLESTON,49,"$27,954,212","$1,372,655","$7,719,146","$817,742"
423028,HEALTHSOUTH REHABILITATION HOSPITAL,1795 FRANK GASTON BLVD,ROCK HILL,SC,29732,YORK,50,"$30,847,003",,"$8,138,629","$7,467,669"
423029,ANMED HEALTH REHABILITATION HOSPITAL,1 SPRING BACK WAY,ANDERSON,SC,29621,ANDERSON,60,"$33,584,297","$2,805,142","$9,037,794","$10,438,315"
440002,JACKSON-MADISON COUNTY GENERAL HOSP,620 SKYLINE DRIVE,JACKSON,TN,38301-,MADISON,777,"$978,062,288","$1,115,778,233","$199,463,120","$20,041,331"
452042,CHRISTUS DUBUIS HOSPITAL OF,2830 CALDER AVENUE,BEAUMONT,TX,77706,JEFFERSON,33,"$36,427,045",,"$5,402,255","-$720,065"
521339,ASCENSION GOOD SAMARITAN HOSPITAL,601 CENTER AVE. SOUTH,MERRILL,WI,54452-,LINCOLN,25,"$3,196,628","$28,380,028",,"$4,303,310"
10056,ST VINCENTS BIRMINGHAM,810 ST VINCENTS DRIVE,BIRMINGHAM,AL,35205-,JEFFERSON,409,"$900,803,520","$1,176,349,071","$104,490,826","-$9,902,436"
14007,BRYCE HOSPITAL,1651 RUBY TYLER PARKWAY,TUSCALOOSA,AL,35404-2990,TUSCALOOSA,98,"$25,504,784",,,"-$3,848,875"
51311,BIGGS-GRIDLEY MEMORIAL HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948-,BUTTE,24,"$13,336,057","$39,746,623",,"-$677,085"
100321,ST. VINCENTS MEDICAL CENTER-CLAY,1670 ST. VINCENTS WAY,MIDDLEBURG,FL,32068,DUVAL,106,"$299,032,827","$410,294,707","$29,285,317","$25,332,156"
110044,PHOEBE SUMTER MEDICAL CENTER,126 HWY 280 WEST,AMERICUS,GA,31719,SUMTER,54,"$68,223,648","$173,031,691","$18,910,687","$7,166,213"
121302,KOHALA HOSPITAL,54-383 OLD HOSPITAL ROAD,KAPAAU,HI,96755,USA,6,"$7,923,578","$4,280,567",,"$1,573,858"
153043,COMMUNITY HEALTH NETWORK REHAB HOSP,7343 CLEARVISTA DRIVE,INDIANAPOLIS,IN,46256,MARION,60,"$62,579,697",$567,"$11,294,570","$8,827,174"
161373,RINGGOLD COUNTY HOSPITAL,504 N CLEVELAND ST,MOUNT AYR,IA,50854-,RINGGOLD,16,"$3,969,485","$17,793,408",,"-$404,717"
210030,CHESTER RIVER HOSPITAL CENTER,100 BROWN STREET,CHESTERTOWN,MD,21620,KENT,26,"$19,781,274","$39,731,340","$12,566,189","$7,848,725"
210039,CALVERT MEMORIAL HOSPITAL,100 HOSPITAL RD,PRINCE FREDERICK,MD,20678,CALVERT,71,"$69,627,089","$80,927,069","$53,051,465","$6,281,769"
210051,DOCTORS COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,MD,20706,PRINCE GEORGES COUNTY,210,"$141,548,332","$106,151,778","$87,721,957","$23,200,937"
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTHWAY,POTOSI,MO,63664,WASHINGTON,25,"$6,841,776","$36,410,306",,"$1,498,596"
340188,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,HOKE,41,"$15,574,199","$93,330,382","$14,147,693","$301,057"
370158,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN,PURCELL,OK,73080,MCCLAIN,39,"$3,647,092","$19,735,634","$4,909,977","-$236,139"
420037,GHS HILLCREST MEMORIAL HOSPITAL,729 SOUTHEAST MAIN STREET,SIMPSONVILLE,SC,29681-,GREENVILLE,43,"$55,736,647","$187,353,557","$16,564,869","$15,186,573"
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651-9013,SPARTANBURG,48,"$116,280,913","$159,566,996","$22,349,873","$9,891,315"
430083,PHS HOSPITAL - EAGLE BUTTE,24276 166TH STREET,EAGLE BUTTE,SD,57625,DEWEY,8,"$5,824","$103,075","$14,563,151","-$47,374,921"
440104,ERLANGER MEDICAL CENTER,975 EAST THIRD STREET,CHATTANOOGA,TN,37403-,HAMILTON,674,"$1,652,967,145","$1,296,079,189","$337,959,953","$42,721"
503300,SEATTLE CHILDRENS HOSPITAL,4800 SANDPOINT WAY NE,SEATTLE,WA,98105-,KING,348,"$1,468,400,228","$782,895,427",,"$284,983,246"
50660,USC NORRIS CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,CA,90033-,LOS ANGELES,60,"$156,527,793","$562,135,603",,"$36,669,426"
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DRIVE,CROWN POINT,IN,46307,LAKE,18,"$134,872,732","$48,935,467","$9,667,602","$6,663,826"
161377,MERCY MEDICAL CENTER-CENTERVILLE,1 ST. JOSEPHS DRIVE,CENTERVILLE,IA,52544-9017,APPANOOSE,25,"$5,862,175","$57,333,743",,"$3,539,355"
180020,MIDDLESBORO ARH,3600 WEST CUMBERLAND AVE.,MIDDLESBORO,KY,40965-,BELL,73,"$35,853,102","$128,651,347","$18,973,374","-$213,605"
180093,BAPTIST HEALTH MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,HOPKINS,143,"$302,018,137","$587,146,865","$61,436,569","$16,414,954"
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066-,GRAVES,95,"$159,793,373","$205,550,186","$32,849,979","$6,513,603"
210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT ROAD,RANDALLSTOWN,MD,21133,BALTIMORE,202,"$154,251,997","$125,848,132","$93,178,143","$28,240,321"
210063,ST. JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,MD,21204,BALTIMORE,244,"$246,462,810","$167,312,533","$109,001,585","$28,373,143"
230301,OAKLAND REGIONAL HOSPITAL,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,OAKLAND,30,"$17,025,752","$94,192,447","$8,418,540","$531,033"
231305,STANDISH COMMUNITY HOSPITAL,805 WEST CEDAR STREET,STANDISH,MI,48658,ARENAC,25,"$9,683,443","$40,213,634","$7,250,501","$1,093,225"
244011,ANNANDALE BEHAVIORAL HEALTH HSP,444 LAFAYETTE ROAD,ST. PAUL,MN,55164-0979,WRIGHT,16,"$34,608",,,"-$6,947,552"
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,600 I STREET,PAWNEE CITY,NE,68420,,17,"$948,696","$8,394,808",,"$43,700"
321304,UNION COUNTY GEN. HOSPITAL,301 HARDING ST.,CLAYTON,NM,88415-,UNION,25,"$3,561,479","$10,833,367",,"-$2,035,328"
673039,HEALTHSOUTH REHABILITATION HOSPITAL,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,TAYLOR,60,"$22,100,553",,"$6,646,432","$151,735"
50552,MOTION PICTURE AND TELEVISION FUND,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364,LOS ANGELES,,"$15,879,089","$1,364,020","$26,339,053","-$600,000"
52046,PROMISE HOSP OF EAST LOS ANGELES,16453 SOUTH COLORADO AVE.,PARAMOUNT,CA,90753,LOS ANGELES,177,"$316,806,000","$5,290,478","$38,835,193","-$10,039,954"
100307,ST. VINCENTS MEDICAL CENTER SOUTHSID,4201 BELFORT ROAD,JACKSONVILLE,FL,32216,DUVAL,275,"$610,625,575","$504,926,443","$48,013,302","$44,328,984"
110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30278,GWINNETT,206,"$816,514,343","$670,167,043","$66,351,595","$7,064,650"
160033,GENESIS MEDICAL CENTER - DAVENPORT,1227 EAST RUSHOLME,DAVENPORT,IA,52803-,SCOTT,249,"$539,715,300","$572,541,000","$92,598,624","$17,179,739"
170012,SALINA REGIONAL HEALTH CENTER,400 S. SANTA FE,SALINA,KS,67401-5080,SALINE,177,"$295,811,670","$284,641,539","$99,883,501","$97,277,073"
231319,ASPIRUS KEWEENAW HOSPITAL,205 OCEOLA ST,LAURIUM,MI,49913-,HOUGHTON,25,"$21,093,460","$60,035,600","$20,290,678","$363,642"
231333,ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,IRONWOOD,MI,49938,GOGEBIC,25,"$16,982,380","$95,205,096","$23,450,617","-$1,988,326"
260104,SSM HEALTH DEPAUL HOSPITAL,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,430,"$753,264,259","$690,057,610","$130,589,286","$43,453,035"
272001,ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL ROAD,BILLINGS,MT,59102,YELLOWSTONE,40,"$32,843,518","$3,321",,"$3,237,864"
351318,CARRINGTON HEALTH CENTER,800 NORTH FOURTH STREET,CARRINGTON,ND,58421,FOSTER,25,"$4,398,257","$25,297,568",,"$2,764,276"
392045,SSH - MCKEESPORT,1500 FIFTH AVE CRAWFORD 6TH FLOOR,MCKEESPORT,PA,15132,ALLEGHENY,30,"$47,278,811",,"$4,550,447","$1,238,551"
450021,BAYLOR UNIVERSITY MEDICAL CTR,3500 GASTON AVENUE,DALLAS,TX,75246-,DALLAS,844,"$2,142,656,493","$885,917,379","$306,265,319","$332,102,927"
451381,CHRISTUS MFH WINNSBORO,719 WEST COKE ROAD,WINNSBORO,TX,75494-3007,WOOD,23,"$9,124,172","$71,529,260",,"$3,031,672"
190242,OUR LADY OF THE LAKE ASCENSION,1125 WEST HWY 30,GONZALES,LA,70737,,78,"$78,692,278","$189,964,797","$22,108,064","$16,354,113"
210003,PRINCE GEORGES HOSPITAL CENTER  INC,7300 VAN DUSEN ROAD,LAUREL,MD,20707,PRINCE GEORGES,243,"$237,491,263","$92,398,640","$97,461,943","-$8,467,473"
210049,UPPER CHESAPEAKE MEDICAL CENTER,520 UPPER CHESAPEAKE DR,BEL AIR,MD,21014,HARFORD,171,"$144,200,196","$200,666,774","$101,281,058","$43,523,373"
210061,ATLANTIC GENERAL HOSPITAL,9733 HEALTHWAY DRIVE,BERLIN,MD,21811,WORCESTER,48,"$38,171,764","$72,247,171","$55,360,536","$1,101,238"
444007,ROLLING HILLS HOSPITAL,2014 QUAIL HOLLOW CIRCLE,FRANKLIN,TN,37067,WILLIAMSON,130,"$61,981,350","$7,545,663",,"$6,859,122"
521303,THEDACARE MED CTR - WILD ROSE,601 GROVE AVENUE,WILD ROSE,WI,54984,WAUSHARA,25,"$3,729,152","$14,685,695",,"-$2,683,115"
70006,THE STAMFORD HOSPITAL,ONE HOSPITAL PLAZA,STAMFORD  CT 06904,CT,06904-,FAIRFIELD,279,"$695,234,303","$1,387,630,443","$267,060,515","-$12,409,000"
112009,SSH - ATLANTA,550 PEACHTREE ST. NE 7TH FLOOR,ATLANTA,GA,30365,FULTON,30,"$34,677,700","$54,895","$4,317,391","-$558,182"
140115,THOREK MEMORIAL HOSPITAL,850 WEST IRVING PARK ROAD,CHICAGO,IL,60613,COOK,156,"$63,433,938","$67,555,933","$21,361,667","$21,084,422"
140250,SOUTH SUBURBAN HOSPITAL,178TH STREET AND KEDZIE AVE,HAZELCREST,IL,60429-,COOK,233,"$446,425,775","$439,436,884","$74,779,687","$14,685,754"
191325,LADY OF SEA HOSPTAL,200 WEST 134TH PLACE,CUT OFF,LA,70345-,,23,"$9,824,334","$51,529,259",,"$1,861,156"
210037,MEMORIAL EASTON,MEMORIAL HOSPITAL AT EASTON,219 SOUTH WASHINGTON STREET,MD,21601,TALBOT,183,"$126,323,404","$164,362,780","$75,497,680","$32,066,809"
210043,BALTIMORE WASHINGTON MEDICAL CENTER,301 HOSPITAL DRIVE,GLEN BURNIE,MD,21061,ANNE ARUNDEL,288,"$247,259,729","$180,539,077","$135,124,283","$36,005,640"
241374,PIPESTONE COUNTY MEDICAL CENTER,916 4TH AVENUE SW,PIPESTONE,MN,56164-,PIPESTONE,18,"$5,414,309","$34,278,807",,"$1,164,703"
331990,HIGH RIDGE HOUSE,5959 INDEPENDENCE AVE,RIVERDALE,NY,10471,BRONX,20,"$992,876",,,"$198,431"
351333,MERCY HOSPITAL,1031 7TH STREET,DEVILS LAKE,ND,58301,RAMSEY,25,"$12,301,673","$43,371,166",,"$11,393,442"
452033,TEXAS CENTER FOR INFECTIOUS DESEASE,2303 S.E MILITARY DRIVE,SAN ANTONIO,TX,78223,BEXAR,38,"$18,944,100",$630,,"$8,654,809"
452082,DUBUIS HOSPITAL OF PARIS,820 CLARKSVILLE STREET  6TH FLOOR,PARIS,TX,75460,LAMAR,25,"$8,164,882",,"$1,377,857","-$424,370"
452083,MID JEFFERSON EXTENDED CARE HOSPT.,2600 HIGHWAY 365,NEDERLAND,TX,77627,JEFFERSON,48,"$58,315,352",$646,,"$3,749,976"
452100,MESQUITE SPECIALTY HOSPITAL,1024 N GALLOWAY AVENUE,MESQUITE,TX,75149,DALLAS,40,"$30,931,047",$629,,"-$4,695,692"
461305,MILFORD VALLEY MEMORIAL HOSPITAL,850 NORTH MAIN STREET,MILFORD,UT,84751,BEAVER,23,"$1,542,531","$1,554,257",,"$1,780,380"
501313,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,WA,98826-,CHELAN,9,"$3,778,158","$14,370,537",,"-$371,726"
140048,ADVOCATE TRINITY HOSPITAL,2320 E. 93RD ST.,CHICAGO,IL,60617-,COOK,203,"$270,045,314","$233,907,453","$54,129,065","-$11,280,035"
171340,HERINGTON MUNICIPAL HOSPITAL,100 EAST HELEN,HERINGTON,KS,67449,DICKINSON,15,"$2,169,390","$7,483,578",,"-$782,683"
